CVEDIS,ENTIDAD,NOMBRE_ENTIDAD,DISTRITO_FEDERAL,NOMBRE_DISTRITO_FEDERAL,LN_HOMBRES,LN_MUJERES,LN_NO_BINARIO,LN,ID_PERSON_GOBERNANTES,NOMBRE_DIPUTADO_ELECTO_2024,PARTIDO_2024,SKIN_TONE,DOMINANT,PHOTO_URL,TONO_PIEL_KMEDIAS
1901,19,NUEVO LEON,1,SANTA CATARINA,171937,177703,0,349640,4984,Homero Ricardo Niño De Rivera Vela,PAN,0,,,#ab806e
1902,19,NUEVO LEON,2,APODACA,166924,165581,1,332506,1607,Andres Mauricio Cantú Ramírez,PRI,#DEB6AD,,,#af725e
1903,19,NUEVO LEON,3,GRAL. ESCOBEDO,170918,167420,1,338339,61,Clara Luz Flores Carrales,MORENA,#B29679,,,#976948
1904,19,NUEVO LEON,4,SAN NICOLAS DE LOS GARZA,179703,188282,0,367985,4991,Amparo Lilia Olivares Castañeda,PAN,#B29679,,,#cc9278
1905,19,NUEVO LEON,5,MONTERREY,160795,161845,1,322641,1601,Santiago González Soto,MORENA,#DEB6AD,,,#ec9491
1906,19,NUEVO LEON,6,MONTERREY,155720,165485,2,321207,3209,Annia Sarahí Gómez Cárdenas,PAN,#917153,,,#d9ac97
1907,19,NUEVO LEON,7,GARCIA,127335,120764,0,248099,5017,Carlos Alberto Guevara Garza,MORENA, ,,,#b08471
1908,19,NUEVO LEON,8,GUADALUPE,165551,165701,1,331253,5018,Adriana Belinda Quiroz Gallegos,MORENA,#B29679,,,#d18e73
1909,19,NUEVO LEON,9,LINARES,157370,157899,0,315269,1613,Juan Francisco Espinoza Eguia,PRI,#B29679,,,#96624b
1910,19,NUEVO LEON,10,MONTERREY,157949,163260,2,321211,4985,Ana Isabel González González,PRI,#B29679,,,#ba9589
1911,19,NUEVO LEON,11,GUADALUPE,184494,189985,1,374480,3210,Pedro Garza Treviño,PAN,#917153,,,
1912,19,NUEVO LEON,12,JUAREZ,153219,149888,0,303107,5012,Héctor Alfonso De La Garza Villarreal,PVEM,#DEB6AD,,,#b78e84
1913,19,NUEVO LEON,13,SALINAS VICTORIA,126167,122152,0,248319,5013,Luis Orlando Quiroga Treviño,PT, ,,,#d3a694
1914,19,NUEVO LEON,14,PESQUERIA,151329,145960,0,297289,5014,José Gloria López,MORENA,#DEB6AD,,,#a9654e
2001,20,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,147843,169235,0,317078,5048,Miriam De Los Ángeles Vázquez Ruiz,MORENA, ,,,#d5b096
2002,20,OAXACA,2,TEOTITLAN DE FLORES MAGON,131564,152071,0,283635,1678,Irma Juan Carlos,PT,#DEB6AD,,,#b9775b
2003,20,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,163148,190483,0,353631,1691,Margarita García García,PVEM,#B29679,,,#a1725c
2004,20,OAXACA,4,TLACOLULA DE MATAMOROS,158029,184959,0,342988,5030,Naty Poob Pijy Jiménez Vásquez,MORENA, ,,,#ce9c89
2005,20,OAXACA,5,SALINA CRUZ,135875,147289,0,283164,1664,Carol Antonio Altamirano,MORENA, ,,,#cca199
2006,20,OAXACA,6,HEROICA CIUDAD DE TLAXIACO,132588,156482,0,289070,5049,José Alejandro López Sánchez,MORENA, ,,,#af866f
2007,20,OAXACA,7,CIUDAD IXTEPEC,128071,139539,0,267610,5050,Gloria Sánchez López,PVEM,#B29679,,,#dba183
2008,20,OAXACA,8,OAXACA DE JUAREZ,161681,190621,0,352302,5051,Raúl Bolaños Cacho Cué,MORENA, ,,,#af7e6d
2009,20,OAXACA,9,SAN PEDRO MIXTEPEC,139422,157880,0,297302,1695,María del Carmen Bautista Pelaéz,MORENA, ,,,#b9836c
2010,20,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,156072,175329,0,331401,5029,Carmelo Cruz Mendoza,MORENA, ,,,#b77e65
2101,21,PUEBLA,1,HUAUCHINANGO,140294,160462,0,300756,5083,Gissel Santander Soto,MORENA, ,,,#d09785
2102,21,PUEBLA,2,ZACATLAN,139642,160143,0,299785,1773,Fatima Almendra Cruz Pelaez,PVEM,#917153,,,#e2b7a1
2103,21,PUEBLA,3,TEZIUTLAN,141844,165667,0,307511,5090,María De Los Ángeles Ballesteros García,MORENA, ,,,#deaf9d
2104,21,PUEBLA,4,LIBRES,140041,157963,0,298004,5091,Juan Antonio González Hernández,MORENA, ,,,#966b62
2105,21,PUEBLA,5,SAN MARTIN TEXMELUCAN,148152,165726,0,313878,5092,Rafaela Vianey García Romero,MORENA, ,,,#ca9c8a
2106,21,PUEBLA,6,PUEBLA,157052,175435,0,332487,1777,Alejandro Carvajal Hidalgo,PT,#DEB6AD,,,#e0ac95
2107,21,PUEBLA,7,TEPEACA,132576,150191,0,282767,2676,Claudia Rivera Vivanco,MORENA, ,,,#f5d8c9
2108,21,PUEBLA,8,CHALCHICOMULA DE SESMA,130355,150409,0,280764,5093,Carlos Ignacio Mier Bañuelos,PVEM, ,,,#dfb1a3
2109,21,PUEBLA,9,PUEBLA,174890,198192,0,373082,5094,José Antonio Gali López,MORENA, ,,,#d39b8d
2110,21,PUEBLA,10,SAN PEDRO CHOLULA,153047,173257,1,326305,5084,María Fabiola Karina Pérez Popoca,PVEM, ,,,#cca196
2111,21,PUEBLA,11,PUEBLA,152818,173141,0,325959,5085,José Antonio López Ruiz,MORENA, ,,,#deb9ae
2112,21,PUEBLA,12,PUEBLA,159970,181909,0,341879,3642,Nora Yessica Merino Escamilla,PT,#917153,,,#bf9b86
2113,21,PUEBLA,13,ATLIXCO,135228,156071,0,291299,5086,Mario Miguel Carrillo Cubillas,PVEM, ,,,#f1d0c4
2114,21,PUEBLA,14,IZUCAR DE MATAMOROS,143457,164033,0,307490,5087,Eduardo Castillo López,MORENA, ,,,#ddb4a0
2115,21,PUEBLA,15,TEHUACAN,140484,164257,0,304741,5088,María Del Rosario Orozco Caballero,PT, ,,,#d8a58e
2116,21,PUEBLA,16,AJALPAN,135865,160153,0,296018,5089,Adolfo Alatriste Cantu,MORENA, ,,,#c19c88
2201,22,QUERETARO,1,CADEREYTA DE MONTES,154343,166145,0,320488,5111,Gilberto Herrera Ruiz,MORENA, ,,,#cc9071
2202,22,QUERETARO,2,SAN JUAN DEL RIO,138642,150331,0,288973,5112,Ricardo Astudillo Suárez,MORENA, ,,,#d7a598
2203,22,QUERETARO,3,QUERETARO,169269,178573,1,347843,5096,Ma. Lorena García Jimeno Alcocer,PAN, ,,,#a16f5e
2204,22,QUERETARO,4,QUERETARO,174739,191449,1,366189,5097,Roberto Sosa Pichardo,PAN, ,,,#ce8b66
2205,22,QUERETARO,5,PEDRO ESCOBEDO,129860,137346,0,267206,5098,Mario Calzada Mercado,PRI, ,,,#e0c3b0
2206,22,QUERETARO,6,QUERETARO,151929,158807,0,310736,5114,Luis Humberto Fernández Fuentes,PVEM, ,,,#bd8169
2301,23,QUINTANA ROO,1,SOLIDARIDAD,197655,186769,1,384425,1823,Juan Luis Carrillo Soberanis,PVEM,#B29679,,,#99654c
2302,23,QUINTANA ROO,2,OTHON P. BLANCO,174713,176997,0,351710,4124,Elda María Xix Euan,MORENA,#917153,,,#a37851
2303,23,QUINTANA ROO,3,BENITO JUAREZ,201290,193126,0,394416,5119,Luis Humberto Aldana Navarro,MORENA, ,,,#c28c7e
2304,23,QUINTANA ROO,4,BENITO JUAREZ,165552,165773,0,331325,5126,Mildred Concepcion Ávila Vera,MORENA, ,,,#d69e87
2401,24,SAN LUIS POTOSI,1,MATEHUALA,143823,156261,0,300084,5141,Aremy Velazco Bautista,PVEM, ,,,#bf9f90
2402,24,SAN LUIS POTOSI,2,SOLEDAD DE GRACIANO SANCHEZ,133457,143927,0,277384,5142,José Luis Fernández Martínez,PT, ,,,#ab8d85
2403,24,SAN LUIS POTOSI,3,RIOVERDE,144113,152822,0,296935,1860,Oscar Bautista Villegas,MORENA,#EBD0CE,,,#d7a284
2404,24,SAN LUIS POTOSI,4,CIUDAD VALLES,157169,168201,0,325370,5143,Francisco Adrián Castillo Morales,MORENA, ,,,#bc8b78
2405,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,164259,184720,0,348979,5131,David Azuara Zúñiga,PAN, ,,,#c79a8e
2406,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,163313,177372,0,340685,5145,Juan Carlos Valladares Eichelmann,PVEM, ,,,#885f52
2407,24,SAN LUIS POTOSI,7,TAMAZUNCHALE,144607,153123,0,297730,5146,Briceyda García Antonio,MORENA, ,,,#dbb2a4
2501,25,SINALOA,1,MAZATLAN,160375,165058,0,325433,5162,Graciela Domínguez Nava,PT, ,,,#c7978a
2502,25,SINALOA,2,AHOME,172133,185743,0,357876,1912,Ana Elizabeth Ayala Leyva,MORENA,#917153,,,#bf8e80
2503,25,SINALOA,3,SALVADOR ALVARADO,170250,171367,0,341617,1913,Jesús Fernando García Hernández,MORENA, ,,,#b88677
2504,25,SINALOA,4,GUASAVE,158101,165680,0,323781,3916,Felicita Pompa Robles,PVEM, ,,,#c7a79f
2505,25,SINALOA,5,CULIACAN,160374,177196,0,337570,5163,Jesús Alfonso Ibarra Ramos,MORENA, ,,,#b78973
2506,25,SINALOA,6,MAZATLAN,168081,174804,0,342885,1887,Olegaria Carrazco Macías,MORENA,#DEB6AD,,,#765647
2507,25,SINALOA,7,CULIACAN,159485,173336,0,332821,1915,Merary Villegas Sánchez,MORENA,0,,,#c5aca9
2601,26,SONORA,1,SAN LUIS RIO COLORADO,160192,161930,0,322122,1920,Manuel De Jesús Baldenebro Arredondo,PVEM,#917153,,,#c5a68f
2602,26,SONORA,2,NOGALES,187403,187500,0,374903,6859,Jesus Antonio Pujol Irastorza,MORENA, ,,,#d4ae93
2603,26,SONORA,3,HERMOSILLO,163901,168792,1,332694,5178,Diana Karina Barreras Samaniego,PVEM, ,,,#d3a491
2604,26,SONORA,4,GUAYMAS,151086,152333,0,303419,5179,Ramón Ángel Flores Robles,PVEM, ,,,#dcb5a7
2605,26,SONORA,5,HERMOSILLO,170567,178736,1,349304,3941,Jacobo Mendoza Ruiz,PT, ,,,#d2a081
2606,26,SONORA,6,CAJEME,159809,171425,0,331234,1952,Eduardo Flores Moreno,PAN,#EBD0CE,,,#d3a496
2607,26,SONORA,7,NAVOJOA,138324,141261,0,279585,5180,Alma Manuela Higuera Esquer,PVEM, ,,,#9f6f5c
2701,27,TABASCO,1,MACUSPANA,126196,134992,0,261188,5187,Julio Ernesto Gutiérrez Bocanegra,MORENA, ,,,#e5b8b0
2702,27,TABASCO,2,CARDENAS,153422,165981,0,319403,5188,Ivan Peña Vidal,MORENA, ,,,#c7a5a3
2703,27,TABASCO,3,COMALCALCO,126832,136736,1,263569,5189,Rosa Margarita Graniel Zenteno,MORENA, ,,,#c2936d
2704,27,TABASCO,4,CENTRO,155627,172180,0,327807,3721,Jaime Humberto Lastra Bastar,MORENA,#B29679,,,#daaca3
2705,27,TABASCO,5,PARAISO,160210,171599,0,331809,5190,Beatriz Milland Pérez,MORENA, ,,,#d3a591
2706,27,TABASCO,6,CENTRO,147972,160776,0,308748,5191,Tey Mollinedo Cano,MORENA, ,,,#e6b99c
2801,28,TAMAULIPAS,1,NUEVO LAREDO,167227,173536,0,340763,5225,Carlos Enrique Canturosas Villarreal,MORENA, ,,,#e5b099
2802,28,TAMAULIPAS,2,REYNOSA,164835,171055,0,335890,3255,Claudia Alejandra Hernández Sáenz,MORENA,#DEB6AD,,,#d0a2a7
2803,28,TAMAULIPAS,3,RIO BRAVO,175685,177591,0,353276,4002,Casandra Prisilla De Los Santos Flores,MORENA, ,,,#d2a497
2804,28,TAMAULIPAS,4,MATAMOROS,173684,184806,1,358491,5227,Mario Alberto López Hernández,PT, ,,,#cb9e8a
2805,28,TAMAULIPAS,5,VICTORIA,170641,183270,0,353911,5228,José Braña Mojica,MORENA, ,,,#d79f8d
2806,28,TAMAULIPAS,6,EL MANTE,185651,193358,1,379010,5229,Blanca Araceli Narro Panameño,MORENA, ,,,#a7735c
2807,28,TAMAULIPAS,7,REYNOSA,148879,152085,0,300964,3253,Olga Juliana Elizondo Guerra,MORENA,#DEB6AD,,,#e5b39c
2808,28,TAMAULIPAS,8,TAMPICO,202537,225740,0,428277,5216,Jesús Antonio Nader Nasrallah,PAN,#B29679,,,#ddab8d
2901,29,TLAXCALA,1,APIZACO,162795,178657,0,341452,2094,José Alejandro Aguilar López,PVEM,#B29679,,,#e8b19c
2902,29,TLAXCALA,2,TLAXCALA,169232,189572,1,358805,5236,Raymundo Vázquez Conchas,PVEM, ,,,#d9a88d
2903,29,TLAXCALA,3,ZACATELCO,162732,180280,0,343012,2095,Irma Yordana Garay Loredo,MORENA,#B29679,,,#bd8c7a
3001,30,VERACRUZ DE IGNACIO DE LA LLAVE,1,PANUCO,151459,161425,0,312884,3254,María Del Carmen Pinete Vargas,PVEM,#785E4B,,,#d3a68a
3002,30,VERACRUZ DE IGNACIO DE LA LLAVE,2,ALAMO TEMAPACHE,143665,157702,0,301367,3751,Elizabeth Cervantes De La Cruz,MORENA,#DEB6AD,,,#c3aa9b
3003,30,VERACRUZ DE IGNACIO DE LA LLAVE,3,COSOLEACAQUE,155063,173996,0,329059,3773,Magaly Armenta Oliveros,MORENA,#DEB6AD,,,#e7beae
3004,30,VERACRUZ DE IGNACIO DE LA LLAVE,4,BOCA DEL RIO,143834,167967,0,311801,2208,María Josefina Gamboa Torales,PAN,#B29679,,,#db9c83
3005,30,VERACRUZ DE IGNACIO DE LA LLAVE,5,POZA RICA DE HIDALGO,163574,185161,0,348735,5280,Francisco Javier Velazquez Vallejo,MORENA, ,,,#ba8467
3006,30,VERACRUZ DE IGNACIO DE LA LLAVE,6,PAPANTLA,146483,163411,0,309894,5281,Jaime Humberto Pérez Bernabé,MORENA, ,,,#d5aa95
3007,30,VERACRUZ DE IGNACIO DE LA LLAVE,7,MARTINEZ DE LA TORRE,155248,171101,0,326349,2150,Monica Herrera Villavicencio,MORENA,#785E4B,,,#d0a1a4
3008,30,VERACRUZ DE IGNACIO DE LA LLAVE,8,EMILIANO ZAPATA,160638,170993,1,331632,5255,Jorge Alberto Mier Acolt,MORENA, ,,,#b8725c
3009,30,VERACRUZ DE IGNACIO DE LA LLAVE,9,COATEPEC,149329,166280,0,315609,5282,Adrián González Naveda,PVEM, ,,,#cba69c
3010,30,VERACRUZ DE IGNACIO DE LA LLAVE,10,XALAPA,179786,214691,1,394478,3758,Ana Miriam Ferráez Centeno,PT,#EBD0CE,,,#d5beb0
3011,30,VERACRUZ DE IGNACIO DE LA LLAVE,11,COATZACOALCOS,150490,167258,0,317748,5274,Roberto Ramos Alor,MORENA, ,,,#bc7e64
3012,30,VERACRUZ DE IGNACIO DE LA LLAVE,12,VERACRUZ,138663,158616,2,297281,2219,Rosa Hernández Espejo,MORENA,#785E4B,,,#c79685
3013,30,VERACRUZ DE IGNACIO DE LA LLAVE,13,HUATUSCO,139782,151089,0,290871,5275,Blanca Estela Hernández Rodríguez,MORENA, ,,,#e3ccc2
3014,30,VERACRUZ DE IGNACIO DE LA LLAVE,14,MINATITLAN,141528,154912,0,296440,5276,Jessica Ramírez Cisneros,MORENA, ,,,#f09d85
3015,30,VERACRUZ DE IGNACIO DE LA LLAVE,15,ORIZABA,138058,160523,0,298581,2225,Dulce María Corina Villegas Guarneros,PT,#B29679,,,#efb9a1
3016,30,VERACRUZ DE IGNACIO DE LA LLAVE,16,CORDOBA,155230,179471,0,334701,5277,Zenyazen Roberto Escobar García,PVEM, ,,,#d0a996
3017,30,VERACRUZ DE IGNACIO DE LA LLAVE,17,COSAMALOAPAN,156643,174892,0,331535,3770,Margarita Corro Mendoza,PVEM,#DEB6AD,,,#deaf8e
3018,30,VERACRUZ DE IGNACIO DE LA LLAVE,18,ZONGOLICA,143179,162140,0,305319,5278,Benito Aguas Atlahua,MORENA, ,,,#9c6b56
3019,30,VERACRUZ DE IGNACIO DE LA LLAVE,19,SAN ANDRES TUXTLA,154887,173430,0,328317,2228,Paola Tenorio Adame,PT,#DEB6AD,,,#c1957e
3101,31,YUCATAN,1,VALLADOLID,135339,139885,0,275224,5293,Rocío Natalí Barrera Puc,MORENA, ,,,#f3d4be
3102,31,YUCATAN,2,PROGRESO,154177,156633,0,310810,5294,Jorge Luis Sánchez Reyes,MORENA, ,,,#d0a58f
3103,31,YUCATAN,3,MERIDA,143990,154880,0,298870,2262,Oscar Ivan Brito Zapata,PVEM,#B29679,,,#ca9889
3104,31,YUCATAN,4,MERIDA,136432,151382,0,287814,5285,María Isabel Rodríguez Heredia,PAN, ,,,#f0be9c
3105,31,YUCATAN,5,UMAN,152031,158151,0,310182,5295,Jazmin Yaneli Villanueva Moo,MORENA, ,,,#d49b86
3106,31,YUCATAN,6,MERIDA,137237,147097,0,284334,5296,Jessica Saidén Quiroz,MORENA, ,,,#966f5a
3201,32,ZACATECAS,1,FRESNILLO,153827,164426,0,318253,5304,María Soledad Luevano Cantu,PVEM, ,,,#c5837d
3202,32,ZACATECAS,2,JEREZ,167167,177822,0,344989,2490,Julia Arcelia Olguin Serna,MORENA, ,,,#d7a98f
3203,32,ZACATECAS,3,ZACATECAS,154063,165378,0,319441,6805,Ulises Mejía Haro,PVEM, ,,,#694c52
3204,32,ZACATECAS,4,GUADALUPE,135538,148459,0,283997,6807,Ana Luisa Del Muro García,PVEM, ,,,#d28a71
